店舗名,町名,電話番号,取り扱い商品・サービス,大型店,lat,lng,精度,ソース
グローホーム,双葉町,027-386-3847,エネルギー・リフォーム・建設,,36.313889,139.020203,town,gsi
黒崎商店,上里見町,027-374-0159,エネルギー・リフォーム・建設,,36.378292,138.858521,town,gsi
ぐん・せい建商高崎支店,中泉町,,エネルギー・リフォーム・建設,,36.373325,139.000565,town,gsi
ケイビイエス,木部町,027-347-4866,エネルギー・リフォーム・建設,,36.277241,139.051361,town,gsi
小池,北久保町,027-323-2154,エネルギー・リフォーム・建設,,36.337177,138.981674,town,gsi
後閑ガラス,下大島町,027-343-8709,エネルギー・リフォーム・建設,,36.352768,138.940659,town,gsi
木暮塗装,中尾町,027-363-3031,エネルギー・リフォーム・建設,,36.369942,139.027267,town,gsi
コムズエンジニア,江木町,,エネルギー・リフォーム・建設,,36.331066,139.020416,town,gsi
佐藤商事,神戸町,027-374-0797,エネルギー・リフォーム・建設,,36.373501,138.916733,town,gsi
サンワ ホームエネルギーショップ高崎,上小塙町,027-360-4311,エネルギー・リフォーム・建設,,36.355717,138.977493,town,gsi
サンワ吉井営業所,吉井町小串,027-387-3581,エネルギー・リフォーム・建設,,36.254612,139.014435,town,gsi
JAはぐくみ ガスセンター,下里見町,027-381-5544,エネルギー・リフォーム・建設,,36.359371,138.918839,town,gsi
四季の住まい,中豊岡町,027-328-6544,エネルギー・リフォーム・建設,,36.336853,138.973557,town,gsi
柴燃,新町,027-442-0029,エネルギー・リフォーム・建設,,36.272076,139.111679,town,gsi
城南エクステリア,下之城町,027-325-1240,エネルギー・リフォーム・建設,,36.308746,139.031006,town,gsi
スカワ,倉賀野町,027-346-1849,エネルギー・リフォーム・建設,,36.298168,139.057709,town,gsi
鈴木建築,宮沢町,027-374-1688,エネルギー・リフォーム・建設,,36.420364,138.896927,town,gsi
SUZU4-GOLF CLUB,鞘町,027-384-4454,エネルギー・リフォーム・建設,,36.325302,139.00563,town,gsi
スマートクール,棟高町,027-387-0770,エネルギー・リフォーム・建設,イオンモール,36.385422,139.006836,town,gsi
Smooth,上大類町,027-360-5277,エネルギー・リフォーム・建設,,36.336403,139.033966,town,gsi
関工務所 高崎事務所,新保町,027-386-3432,エネルギー・リフォーム・建設,,36.3479,139.040588,town,gsi
大工の中島（中島建設）,倉渕町川浦,027-378-2644,エネルギー・リフォーム・建設,,36.444729,138.710297,town,gsi
高崎テクノ,島野町,027-386-5241,エネルギー・リフォーム・建設,,36.337391,139.063797,town,gsi
高崎リフォーム本店,下豊岡町,027-330-5600,エネルギー・リフォーム・建設,,36.332787,138.985275,town,gsi
高総建設,宿大類町,027-381-6522,エネルギー・リフォーム・建設,,36.332493,139.046478,town,gsi
髙橋営繕,新町,0274-42-0770,エネルギー・リフォーム・建設,,36.272076,139.111679,town,gsi
タムラコーポレーション,吉井町吉井川,027-387-2514,エネルギー・リフォーム・建設,,36.249817,138.988113,town,gsi
堤建設,上大類町,027-352-7480,エネルギー・リフォーム・建設,,36.336403,139.033966,town,gsi
ティ．エス．シー,問屋町,027-364-1171,エネルギー・リフォーム・建設,,36.348717,139.008499,town,gsi
西澤工業,上並榎町,027-362-6234,エネルギー・リフォーム・建設,,36.340405,138.986862,town,gsi
春建設,下室田町,027-374-1116,エネルギー・リフォーム・建設,,36.407383,138.892914,town,gsi
ビスコッティ高崎店,棟高町,027-329-5348,エネルギー・リフォーム・建設,,36.385422,139.006836,town,gsi
フジケン,大八木町,027-370-1177,エネルギー・リフォーム・建設,,36.36134,138.999573,town,gsi
マジックミシン,棟高町,027-329-5854,エネルギー・リフォーム・建設,イオンモール,36.385422,139.006836,town,gsi
ママのリフォーム,八島町,027-395-0308,エネルギー・リフォーム・建設,OPA,36.32185,139.0112,town,gsi
丸一岡田工務店,下小鳥町,027-361-5989,エネルギー・リフォーム・建設,,36.353416,138.996078,town,gsi
マルサンガス,矢中町,027-352-0199,エネルギー・リフォーム・建設,,36.310818,139.050934,town,gsi
マルタ電通,浜川町,090-4545-3434,エネルギー・リフォーム・建設,,36.369167,138.980423,town,gsi
宮寺興業,片岡町,027-322-4366,エネルギー・リフォーム・建設,,36.320522,138.996811,town,gsi
山里建設,下中居町,027-330-5252,エネルギー・リフォーム・建設,,36.311886,139.038788,town,gsi
ヤマトリフォーム,上並榎町,027-384-4408,エネルギー・リフォーム・建設,,36.340405,138.986862,town,gsi
吉井住設,吉井町下長根,027-387-2741,エネルギー・リフォーム・建設,,36.249714,138.976486,town,gsi
ランドハウス工業,貝沢町,027-364-2001,エネルギー・リフォーム・建設,,36.34441,139.023041,town,gsi
リアット！,棟高町,027-384-2702,エネルギー・リフォーム・建設,イオンモール,36.385422,139.006836,town,gsi
ワイズリフォーム,棟高町,027-333-2443,エネルギー・リフォーム・建設,,36.385422,139.006836,town,gsi
エンタテイメント・楽器,,エンタテイメ,ンエトンタ・テ楽イ器メント・楽器,,,,none,
おんきょう楽器,倉賀野町,027-347-4520,エンタテイメント・楽器,,36.298168,139.057709,town,gsi
カードショップメルカート高崎本店,旭町,027-335-6657,エンタテイメント・楽器,,36.325901,139.011627,town,gsi
河合楽器製作所高崎店,通町,027-323-1106,エンタテイメント・楽器,,36.324619,139.009384,town,gsi
管楽器修理 トライアド,棟高町,027-384-2675,エンタテイメント・楽器,,36.385422,139.006836,town,gsi
シネマテークたかさき,あら町,027-325-1744,エンタテイメント・楽器,,36.322086,139.007858,town,gsi
島村楽器,棟高町,027-310-9715,エンタテイメント・楽器,イオンモール,36.385422,139.006836,town,gsi
Studio Active,栄町,080-3252-4849,エンタテイメント・楽器,,36.320877,139.015915,town,gsi
高崎楽器江木総合センター,江木町,027-326-7014,エンタテイメント・楽器,,36.331066,139.020416,town,gsi
ダストボウル楽器店,新田町,027-330-5353,エンタテイメント・楽器,,36.319935,139.008072,town,gsi
ドリームカプセル（一番くじ）,八島町,070-2292-9203,エンタテイメント・楽器,OPA,36.32185,139.0112,town,gsi
パークレーン高崎,歌川町,027-322-4571,エンタテイメント・楽器,,36.330982,138.996536,town,gsi
バトロコ,八島町,027-393-6581,エンタテイメント・楽器,OPA,36.32185,139.0112,town,gsi
ピアノプラザ群馬,問屋町西,027-363-1262,エンタテイメント・楽器,,36.349506,139.005585,town,gsi
ビッグエコー高崎西口店,通町,027-388-1881,エンタテイメント・楽器,,36.324619,139.009384,town,gsi
シュンコウ堂,下里見町,027-344-4660,エンタテイメント・楽器,,36.359371,138.918839,town,gsi
雪草楽器,江木町,027-325-6860,エンタテイメント・楽器,,36.331066,139.020416,town,gsi
吉井南陽台ゴルフコース,吉井町馬庭,027-388-3111,エンタテイメント・楽器,,36.274452,139.009216,town,gsi
友愛,下小鳥町,027-362-2744,介護用品,,36.353416,138.996078,town,gsi
家具・建具・畳,,家具・建具・,畳家具・建具・畳,,,,none,
アーテリア,飯塚町,027-362-7633,家具・建具・畳,,36.341881,139.006836,town,gsi
インテリア考房あ～る,筑縄町,027-364-1222,家具・建具・畳,,36.352173,138.987961,town,gsi
上原インテリア,片岡町,027-323-7419,家具・建具・畳,,36.320522,138.996811,town,gsi
小笠原ふとん店,江木町,027-323-2352,家具・建具・畳,,36.331066,139.020416,town,gsi
小川畳店,新後閑町,027-322-8386,家具・建具・畳,,36.310184,139.012863,town,gsi
家具のホンダ プレミアムアウトレット高崎店,中尾町,027-370-7311,家具・建具・畳,,36.369942,139.027267,town,gsi
金澤屋商店,本町,027-322-3571,家具・建具・畳,,36.33099,139.00386,town,gsi
klart,片岡町,027-310-5387,家具・建具・畳,,36.320522,138.996811,town,gsi
クローバー畳装,矢中町,027-352-1459,家具・建具・畳,,36.310818,139.050934,town,gsi
後閑ガラス建材,箕郷町生原,027-360-7100,家具・建具・畳,,36.39695,138.970367,town,gsi
榊原畳店,吉井町下長根,027-387-3719,家具・建具・畳,,36.249714,138.976486,town,gsi
桜井畳店,中豊岡町,027-323-8456,家具・建具・畳,,36.336853,138.973557,town,gsi
寝具のいなば,井野町,027-361-4925,家具・建具・畳,,36.355373,139.02652,town,gsi
ＳＴＹＬＥ高崎,問屋町,027-370-6865,家具・建具・畳,,36.348717,139.008499,town,gsi
タカセン,貝沢町,027-370-1221,家具・建具・畳,,36.34441,139.023041,town,gsi
高田家具店,新町,0274-42-1436,家具・建具・畳,,36.272076,139.111679,town,gsi
畳工房,小八木町,027-363-2320,家具・建具・畳,,36.36195,139.014374,town,gsi
東京インテリア家具 高崎店,下小鳥町,027-338-1111,家具・建具・畳,,36.353416,138.996078,town,gsi
中島木工所,高浜町,027-381-8091,家具・建具・畳,,36.37355,138.931992,town,gsi
中曽根家具店 アプリコット,沖町,027-343-6017,家具・建具・畳,,36.362854,138.958527,town,gsi
中村寝具店,吉井町吉井,027-387-2225,家具・建具・畳,,36.258095,138.986023,town,gsi
ニトリ 高崎店,飯塚町,050-1712-2465,家具・建具・畳,,36.341881,139.006836,town,gsi
ニトリ 高崎倉賀野店,倉賀野町,050-1712-3472,家具・建具・畳,,36.298168,139.057709,town,gsi
ＢウェーブSHIRAI 高崎吉井店,吉井町吉井川,027-387-2139,家具・建具・畳,,36.249817,138.988113,town,gsi
ポレポレ家具,上大類町,027-341-6472,家具・建具・畳,,36.336403,139.033966,town,gsi
ホンダリビング,上佐野町,027-326-7833,家具・建具・畳,,36.304047,139.022369,town,gsi
マツモト,新町,0274-42-1363,家具・建具・畳,,36.272076,139.111679,town,gsi
萬治畳店,下豊岡町,027-323-5651,家具・建具・畳,,36.332787,138.985275,town,gsi
矢島商店,足門町,027-373-5776,家具・建具・畳,,36.398323,138.991531,town,gsi
学用品（小・中学校指定店）等,,学用品,学用品,,,,none,
あさひ屋衣料品店,棟高町,027-373-0125,学用品,,36.385422,139.006836,town,gsi
甘田洋品店,宿大類町,027-352-2725,学用品,,36.332493,139.046478,town,gsi
いさごや 井野店,井野町,027-363-2986,学用品,,36.355373,139.02652,town,gsi
いさごや 問屋町店,問屋町,027-362-0027,学用品,,36.348717,139.008499,town,gsi
入山洋品店,新町,0274-42-0218,学用品,,36.272076,139.111679,town,gsi
イワタ 高崎支店,新町,0274-50-8772,学用品,,36.272076,139.111679,town,gsi
オカダ衣料,日高町,027-362-3200,学用品,,36.359898,139.034042,town,gsi
おしゃれ洋品 中川屋,大橋町,027-322-3239,学用品,,36.338127,138.999695,town,gsi
学進,上小鳥町,027-361-2134,学用品,,36.356945,138.988312,town,gsi
学生専科ナカムラヤ,田町,027-323-0456,学用品,,36.32732,139.006653,town,gsi
カドヤ,下室田町,027-374-0027,学用品,,36.407383,138.892914,town,gsi
金井洋品店,新町,0274-42-0367,学用品,,36.272076,139.111679,town,gsi
柄沢衣料品店,剣崎町,027-343-3927,学用品,,36.344723,138.95549,town,gsi
靴の店ちくらや,吉井町吉井川,027-387-3205,学用品,,36.249817,138.988113,town,gsi
群馬菅公学生服,問屋町,027-384-4661,学用品,,36.348717,139.008499,town,gsi
小林スポーツ,あら町,027-322-3700,学用品,,36.322086,139.007858,town,gsi
佐々木商店,倉渕町権田,027-378-2115,学用品,,36.453255,138.801437,town,gsi
サス・スポーツプロダクト 東京農大二高購買部,石原町,027-322-8066,学用品,,36.305721,138.99585,town,gsi
じゅんスポーツ,筑縄町,027-362-1374,学用品,,36.352173,138.987961,town,gsi
新町繊維組合,新町,0274-42-0367,学用品,,36.272076,139.111679,town,gsi
すいらん高崎営業所,小八木町,0120-355-931,学用品,,36.36195,139.014374,town,gsi
スクールショップ ミナミ,吉井町吉井,027-387-2687,学用品,,36.258095,138.986023,town,gsi
スクールユニホームチヨ 高崎店,問屋町西,027-361-9007,学用品,,36.349506,139.005585,town,gsi
すみれ,新町,0274-42-0223,学用品,,36.272076,139.111679,town,gsi
タカモリ,足門町,027-373-6668,学用品,,36.398323,138.991531,town,gsi
立川商店,中里町,027-373-0142,学用品,,36.394268,138.983124,town,gsi
TSUNASHIMA,鞘町,027-322-3022,学用品,,36.325302,139.00563,town,gsi
D-FINE,江木町,027-323-6361,学用品,,36.331066,139.020416,town,gsi
布あそびサカイ,南新波町,027-340-1881,学用品,,36.360313,138.972488,town,gsi
ネモト,筑縄町,027-363-5124,学用品,,36.352173,138.987961,town,gsi
ファッション コア キクザワ,箕郷町上芝,027-371-2005,学用品,,36.386776,138.959167,town,gsi
ファッションハウス・ヤマダ,倉賀野町,027-346-2343,学用品,,36.298168,139.057709,town,gsi
ファッションバッグ清水,小八木町,027-361-3434,学用品,,36.36195,139.014374,town,gsi
Plaza A 高崎問屋町店,問屋町,027-384-2553,学用品,,36.348717,139.008499,town,gsi
文開堂,連雀町,027-322-3498,学用品,,36.324718,139.007156,town,gsi
文化教材社 高崎営業所,吉井町多胡,027-381-8338,学用品,,36.24131,138.990463,town,gsi
ママダスポーツ 上中居店,上中居町,027-327-7883,学用品,,36.31897,139.030075,town,gsi
ママダスポーツ 寺尾店,寺尾町,027-325-7954,学用品,,36.297123,138.990768,town,gsi
まゆずみ寝装店,金古町,027-373-2824,学用品,,36.412426,138.994278,town,gsi
ミツワスポーツ,鞘町,027-323-4847,学用品,,36.325302,139.00563,town,gsi
モリノヤ洋品店,住吉町,027-322-5514,学用品,,36.334557,139.000916,town,gsi
糸仙,八幡町,027-343-4766,学用品,,36.340927,138.945023,town,gsi
群馬愛育館,矢中町,027-350-1630,学用品,,36.310818,139.050934,town,gsi
城南堂書店,上豊岡町,027-326-5480,学用品,,36.338272,138.966644,town,gsi
吉田衣料店,高浜町,027-343-6880,学用品,,36.37355,138.931992,town,gsi
ワンダー関東高崎営業所,東貝沢町,027-388-8215,学用品,,36.34214,139.033829,town,gsi
赤城屋,金古町,090-9954-9450,菓子・パン,,36.412426,138.994278,town,gsi
春夏冬ベーカリー,足門町,,菓子・パン,,36.398323,138.991531,town,gsi
あづきや,寺尾町,027-325-0883,菓子・パン,,36.297123,138.990768,town,gsi
アベニュー,田町,027-327-3060,菓子・パン,,36.32732,139.006653,town,gsi
an fruitiere,本町,,菓子・パン,,36.33099,139.00386,town,gsi
いこいの広場売店,箕郷町上芝,090-3238-1210,菓子・パン,,36.386776,138.959167,town,gsi
いずみ園,新町,0274-42-4880,菓子・パン,,36.272076,139.111679,town,gsi
田舎や,菊地町,027-343-8548,菓子・パン,,36.361279,138.964783,town,gsi
IWADINERS BAKERY,吉井町岩崎,080-8705-5196,菓子・パン,,36.277161,138.981689,town,gsi
う玉屋,新保町,027-387-0876,菓子・パン,,36.3479,139.040588,town,gsi
江木食品工業 アンファン,江木町,027-522-3087,菓子・パン,,36.331066,139.020416,town,gsi
王様のお菓子ランド,八島町,027-381-8033,菓子・パン,モントレー,36.32185,139.0112,town,gsi
御菓子司 海老屋,棟高町,027-373-0058,菓子・パン,,36.385422,139.006836,town,gsi
御菓子処 柴もち,中里見町,027-374-0778,菓子・パン,,36.368881,138.905396,town,gsi
岡田菓子店,下室田町,027-374-0032,菓子・パン,,36.407383,138.892914,town,gsi
おやつ工房CHIFFON,八千代町,,菓子・パン,,36.32378,138.993332,town,gsi
菓子工房 ラ・ポムベール,八千代町,027-324-3531,菓子・パン,,36.32378,138.993332,town,gsi
菓子処おおみや,下室田町,027-374-0075,菓子・パン,,36.407383,138.892914,town,gsi
菓心たつや,筑縄町,027-364-2278,菓子・パン,,36.352173,138.987961,town,gsi
ガトードボワイヤージュ,八島町,027-395-0128,菓子・パン,イーサイト,36.32185,139.0112,town,gsi
ガトーフェスタ・ハラダ,八島町,027-388-1100,菓子・パン,イーサイト,36.32185,139.0112,town,gsi
"ガトーフェスタハラダ 中山道店 シャトー・デュ・
ローブ",新町,0274-42-0001,菓子・パン,,36.272076,139.111679,town,gsi
ガトーフェスタハラダ 本館シャトー・デュ・ボヌール,新町,0274-43-1100,菓子・パン,,36.272076,139.111679,town,gsi
狩野屋,金古町,027-373-0026,菓子・パン,,36.412426,138.994278,town,gsi
カルディア,沖町,027-384-2986,菓子・パン,,36.362854,138.958527,town,gsi
カレーム 石原店,石原町,027-322-7687,菓子・パン,,36.305721,138.99585,town,gsi
カレーム 本店,上並榎町,027-362-8672,菓子・パン,,36.340405,138.986862,town,gsi
頑固堂,住吉町,027-325-4725,菓子・パン,,36.334557,139.000916,town,gsi
観音屋,石原町,027-322-6087,菓子・パン,,36.305721,138.99585,town,gsi
銀座コージーコーナー,八島町,027-328-8166,菓子・パン,イーサイト,36.32185,139.0112,town,gsi
